CONS_NO,START_DATE,END_DATE,TOTAL_START_KWH,TOTAL_END_KWH,SUM_KWH
520581700,20150101,20151231,9580.48,12779.04,3198.56
520840170,20150101,20151231,4138.17,7583.04,3444.87
52100051,20150101,20151231,689.22,2099.45,1410.23
521020324,20150101,20151231,473.51,2348.64,1875.13
521812160,20150101,20151231,7131.44,9354.57,2223.13
521903141,20150101,20151231,67.4,158.2,90.8
522020324,20150206,20151231,0.32,71.63,71.31
522058330,20150101,20151231,2473.63,2558.4,84.77
522440062,20150101,20151231,7118.6,10537.92,3419.32
524029057,20150101,20151231,3618.31,4755.58,1137.27
524262157,20150101,20151231,682.02,2332.22,1650.2
524314033,20150101,20151231,1642.26,3705.18,2062.92
52440062,20150101,20151231,2020.17,2349.45,329.28
525019057,20150101,20151231,12069.61,18095.29,6025.68
525103116,20150101,20151231,1952.7,1952.7,0.0
525399535,20150101,20151231,3004.38,3473.9,469.52
525702160,20150101,20151231,0.02,0.02,0.0
527709057,20150101,20151231,140.82,147.3,6.48
528284157,20150101,20151231,1729.2,4984.55,3255.35
532020324,20150304,20151231,11.91,205.98,194.07
53212470,20150101,20151231,6639.62,11514.57,4874.95
532633135,20150101,20151231,4327.08,7662.32,3335.24
535103116,20150101,20151231,7186.49,12034.07,4847.58
53629036,20150101,20151231,926.59,1651.31,724.72
537038735,20150101,20151231,9527.03,13205.04,3678.01
538004100,20150101,20151231,8581.82,11325.91,2744.09
538589100,20150101,20151231,6975.53,9231.44,2255.91
53922157,20150216,20151231,34.58,3381.74,3347.16
540058330,20150101,20151231,5768.83,10426.52,4657.69
541020324,20150101,20151231,1193.08,2257.79,1064.71
545010033,20150410,20151231,0.0,0.0,0.0
545430160,20150101,20151231,10107.39,13652.7,3545.31
545702160,20150101,20151231,7201.42,12186.47,4985.05
546110033,20150101,20151231,9947.91,13142.19,3194.28
547918250,20150101,20151231,3671.53,5286.99,1615.46
548908250,20150514,20151231,21.82,3327.19,3305.37
551004043,20150107,20151231,10.62,1587.82,1577.2
551203016,20150101,20151231,9193.26,2277.59,-6915.67
551332935,20150101,20151231,10262.8,13784.3,3521.5
552100051,20150101,20151231,1453.35,4336.06,2882.71
553212470,20150101,20151231,0.05,0.05,0.0
554968250,20150101,20151231,0.01,0.01,0.0
556079257,20150101,20151231,11428.68,16381.32,4952.64
556109393,20150101,20151231,1550.62,3337.05,1786.43
558660315,20150101,20151231,1991.24,4052.54,2061.3
560009393,20150101,20151231,0.0,0.0,0.0
560380257,20150101,20151231,1264.26,1419.21,154.95
561100023,20150101,20151231,282.85,1500.63,1217.78
561203016,20150101,20151231,5272.78,8617.09,3344.31
561510457,20150101,20151231,156.765,236.01,79.25
567111370,20150101,20151231,7858.99,11109.52,3250.53
568589100,20150101,20151231,11506.44,15824.87,4318.43
569014383,20150101,20151231,8.73,9.12,0.39
57109393,20150101,20151231,2425.52,5313.81,2888.29
571203016,20150101,20151231,157.01,1542.31,1385.3
571631157,20150101,20151231,471.59,1835.85,1364.26
572100051,20150101,20151231,0.02,486.17,486.15
574430160,20150101,20151231,5999.59,7938.08,1938.49
575096020,20150101,20151231,1413.62,1788.42,374.8
575110033,20150101,20151231,8007.36,10705.76,2698.4
575809057,20150101,20151231,2280.83,5476.91,3196.08
576001270,20150101,20151231,5945.38,7652.73,1707.35
576989541,20150101,20151231,402.3,1371.06,968.76
578004100,20150101,20151231,13951.15,19225.26,5274.11
578109393,20150101,20151231,2026.26,6097.1,4070.84
578392257,20150101,20151230,11062.15,15920.07,4857.92
58098057,20150101,20151231,17000.19,23856.24,6856.05
581020324,20150101,20151231,836.63,2494.15,1657.52
582038735,20150101,20151231,15687.95,26462.53,10774.58
582937635,20150101,20151231,2887.24,5268.38,2381.14
583280051,20150523,20151231,47.82,53.25,5.43
584430160,20150101,20151231,2160.62,3090.44,929.82
584968250,20150101,20151231,8502.54,11825.4,3322.86
585096020,20150101,20151231,2307.53,4216.67,1909.14
586069541,20150101,20151231,839.49,2624.12,1784.63
586810457,20150101,20151231,1492.51,2639.15,1146.64
588004100,20150101,20151231,8374.64,9340.07,965.43
588111370,20150101,20151231,0.0,11.81,11.81
588589100,20150101,20151231,6900.29,9222.32,2322.03
591020324,20150101,20151231,1534.8,3920.28,2385.48
594430160,20150101,20151231,4834.73,5936.32,1101.59
598589100,20150101,20151231,19504.36,39973.92,20469.56
599010033,20150101,20151231,20275.12,26160.73,5885.61
600581700,20150101,20151231,8669.92,13069.9,4399.98
601903141,20150101,20151231,1.15,5.06,3.91
602399535,20150101,20151231,7400.89,11084.7,3683.81
602510457,20150101,20151231,17.01,17.58,0.57
603212470,20150101,20151231,945.65,4015.95,3070.3
604314033,20150101,20151231,3318.75,5845.64,2526.89
607069541,20150101,20151231,1037.74,3146.33,2108.59
60764383,20150101,20151231,646.78,844.09,197.31
610581700,20150101,20151231,0.0,0.0,0.0
611069541,20150101,20151231,34.04,101.24,67.2
612020324,20150428,20151231,3.12,212.05,208.93
61412257,20150101,20151231,10372.41,72.68,-10299.73
614299400,20150101,20151231,6104.3,8572.01,2467.71
614314033,20150101,20151231,1508.87,4076.3,2567.43
614714033,20150101,20151231,3079.6,6110.6,3031.0
616110033,20150101,20151231,4170.3,5898.51,1728.21
617069541,20150101,20151231,22.11,112.73,90.62
617718257,20150101,20151231,1044.81,3089.81,2045.0
620100023,20150101,20151231,65.31,336.44,271.13
62038735,20150101,20151231,12466.6,30536.65,18070.05
620840170,20150101,20151231,14083.3,18236.4,4153.1
620910570,20150101,20151231,722.1,3806.91,3084.81
621903141,20150101,20151231,149.7,149.72,0.02
623122470,20150101,20151231,3055.51,3844.03,788.52
624280051,20150526,20151231,816.46,1682.63,866.17
625399535,20150101,20151231,5263.64,8396.28,3132.64
628000180,20150101,20151231,17653.43,37365.59,19712.16
628004100,20150101,20151231,8810.26,11923.48,3113.22
628589100,20150101,20151231,7960.84,10570.61,2609.77
628888057,20150101,20151231,7316.2,8459.48,1143.28
630340170,20150101,20151231,16576.53,21541.96,4965.43
630910570,20150214,20151231,15.48,2459.13,2443.65
631020324,20150101,20151231,476.19,1355.69,879.5
631510457,20150101,20151231,99.495,401.94,302.44
632020324,20150101,20151231,64.86,1806.81,1741.95
632234635,20150101,20151231,7357.04,8226.23,869.19
632440062,20150101,20151231,71.21,111.95,40.74
633740062,20150101,20151231,2362.09,3541.55,1179.46
633831635,20150101,20151231,7518.78,14226.82,6708.04
634260250,20150101,20151231,10769.87,16581.57,5811.7
634584657,20150101,20151231,1007.61,2821.18,1813.57
634610457,20150101,20151231,2729.18,3927.31,1198.13
635103116,20150101,20151231,0.0,0.0,0.0
635702160,20150101,20151231,6758.67,9747.89,2989.22
636031800,20150101,20151231,4040.58,8280.82,4240.24
638004100,20150101,20151231,6747.95,9374.85,2626.9
638589100,20150101,20151231,6749.62,8405.85,1656.23
641058330,20150101,20151231,86.88,195.45,108.57
641100023,20150101,20151231,696.51,3451.63,2755.12
641924383,20150101,20151231,5799.08,7738.69,1939.61
642440062,20150101,20151231,3747.07,5539.07,1792.0
643212470,20150101,20151231,1859.54,2614.7,755.16
649014383,20150101,20151231,1059.8,3636.37,2576.57
650009393,20150101,20151231,5385.13,14347.83,8962.7
650112070,20150101,20151231,10903.17,17464.54,6561.37
65096020,20150101,20151231,2646.52,4473.74,1827.22
651203016,20150101,20151231,121.48,333.6,212.12
652100051,20150101,20151231,0.0,0.0,0.0
653212470,20150101,20151230,2068.47,2068.63,0.16
654968250,20150104,20151231,289.55,2570.59,2281.04
65810457,20150101,20151231,2268.82,2648.13,379.31
66110033,20150101,20151231,4220.48,5652.74,1432.26
662002012,20150101,20151231,62.58,453.47,390.89
662232635,20150101,20151231,3696.19,5922.28,2226.09
668589100,20150101,20151231,5863.33,8156.76,2293.43
670112070,20150101,20151231,4530.32,4999.81,469.49
671203016,20150101,20151231,18741.52,31477.76,12736.24
672130635,20150101,20151231,4893.77,7295.9,2402.13
674430160,20150101,20151231,326.63,423.34,96.71
675184557,20150101,20151231,4952.79,7403.6,2450.81
676989541,20150101,20151231,309.69,1422.01,1112.32
678004100,20150101,20151231,14339.58,18672.73,4333.15
679130457,20150101,20151231,5315.66,7785.5,2469.84
680014383,20150101,20151231,2406.07,6503.68,4097.61
683280051,20150524,20151231,1538.92,2234.63,695.71
683498057,20150101,20151231,6058.22,7079.43,1021.21
683720055,20150213,20151231,4403.71,11628.99,7225.28
684109393,20150101,20151231,2579.85,6274.2,3694.35
684709057,20150101,20151231,93.56,93.78,0.22
685096020,20150101,20151231,2701.77,2762.62,60.85
68589100,20150101,20151230,9420.15,12406.44,2986.29
688589100,20150101,20151231,10732.99,13599.19,2866.2
689120055,20150101,20151231,2282.88,8713.0,6430.12
690020324,20150101,20151231,1225.28,3172.9,1947.62
691632135,20150101,20151231,35134.42,61241.41,26106.99
693398057,20150513,20151231,58.68,4043.93,3985.25
694430160,20150101,20151231,8475.04,11493.25,3018.21
696110033,20150101,20151231,0.01,0.02,0.01
697709057,20150101,20151231,4042.23,4328.04,285.81
698109393,20150101,20151231,5361.33,11995.95,6634.62
698802157,20150101,20151231,8420.81,9520.91,1100.1
700147535,20150101,20151231,10683.87,15771.09,5087.22
700409057,20150101,20151231,8410.92,10887.3,2476.38
700805057,20150101,20151231,2562.27,4465.57,1903.3
700840170,20150101,20151231,5469.26,7548.45,2079.19
700910570,20150215,20151231,32.64,935.85,903.21
7009951,20150101,20151231,5824.85,0.0,-5824.85
701299400,20150101,20151231,7547.2,8192.21,645.01
701510457,20150101,20151231,0.0,0.0,0.0
702399535,20150101,20151231,2143.96,5090.9,2946.94
702440062,20150101,20151231,2604.72,3759.43,1154.71
703110033,20150101,20151231,6285.84,7994.43,1708.59
704280051,20150522,20151231,1418.07,1850.89,432.82
704968250,20150101,20151231,16596.02,25222.1,8626.08
705178657,20150101,20151231,275.15,441.41,166.26
705319535,20150101,20151231,767.03,768.29,1.26
705430160,20150101,20151231,1406.0,1983.64,577.64
707220055,20150101,20151231,5211.2,7284.72,2073.52
710581700,20150101,20151231,3589.21,7807.49,4218.28
7110033,20150101,20151231,4765.62,6376.59,1610.97
711011052,20150101,20151231,1544.88,2659.42,1114.54
711100023,20150101,20151231,507.05,2445.34,1938.29
711299400,20150101,20151231,7428.71,9424.38,1995.67
711903141,20150101,20151231,771.52,2891.4,2119.88
71203016,20150101,20151231,369.71,623.03,253.32
712440062,20150101,20151231,3518.0,5222.26,1704.26
713804033,20150101,20151231,1528.2,2740.24,1212.04
714280051,20150602,20151231,2098.95,2888.31,789.36
714848457,20150128,20151231,0.0,497.14,497.14
716587657,20150101,20151231,94.11,243.83,149.72
717989541,20150216,20150620,4881.45,7220.6,2339.15
720014383,20150101,20151231,655.94,1645.28,989.34
720110033,20150101,20151231,5682.39,7395.94,1713.55
720126657,20150101,20151231,107.08,884.78,777.7
720840170,20150101,20151231,16226.96,20662.17,4435.21
720910570,20150214,20151231,2.4,370.16,367.76
72100051,20150101,20151231,3011.14,7823.34,4812.2
724280051,20150523,20151231,1711.46,1795.76,84.3
724314033,20150101,20151231,2548.82,5071.07,2522.25
725103116,20150101,20151231,3793.16,5670.87,1877.71
727010033,20150410,20151231,1713.67,510.18,-1203.49
730581700,20150101,20151231,119.52,1986.23,1866.71
731903141,20150101,20151231,0.38,42.16,41.78
732411370,20150101,20151231,7845.02,13884.97,6039.95
732440062,20150101,20151231,2264.32,3435.34,1171.02
734109393,20150101,20151231,1408.0,2118.83,710.83
735103116,20150101,20151231,0.1,0.17,0.07
735702160,20150101,20151231,2014.71,2548.94,534.23
736109393,20150101,20151231,2712.11,7106.28,4394.17
737022757,20150101,20151231,2197.67,6703.33,4505.66
737109393,20150101,20151231,6771.96,8692.48,1920.52
738589100,20150101,20151231,10444.93,14120.94,3676.01
739180657,20150101,20151231,864.15,3450.61,2586.46
739908250,20150429,20151231,56.49,5085.72,5029.23
740119257,20150101,20151231,3715.2,4894.6,1179.4
740203016,20150101,20151231,546.02,1923.63,1377.61
741058330,20150101,20151231,3415.83,6109.96,2694.13
741924383,20150101,20151231,1406.39,1542.93,136.54
742314033,20150101,20151231,4306.12,7452.21,3146.09
742440062,20150101,20151231,763.09,1235.23,472.14
744314033,20150101,20151231,500.31,524.62,24.31
744339535,20150101,20151231,5783.1,11286.29,5503.19
745010033,20150410,20151231,5157.92,6324.77,1166.85
747014383,20150101,20151231,3421.81,5766.88,2345.07
747110033,20150118,20151231,28.01,3567.73,3539.72
750112070,20150101,20151231,17267.15,27894.36,10627.21
75096020,20150101,20151231,4207.82,7309.8,3101.98
751203016,20150101,20151231,608.73,776.8,168.07
754809393,20150101,20151231,3357.58,7505.82,4148.24
755096020,20150101,20151231,394.46,734.75,340.29
756410160,20150527,20151231,9.44,645.57,636.13
757809057,20150101,20151231,506.93,1144.46,637.53
758004100,20150101,20151231,19667.28,25322.97,5655.69
758589100,20150101,20151231,4726.1,6222.43,1496.33
76032635,20150101,20151231,11197.98,41672.29,30474.31
762100051,20150101,20151231,962.39,3964.0,3001.61
763212470,20150101,20151231,6638.19,8590.53,1952.34
765096020,20150101,20151231,2570.46,4088.21,1517.75
766910060,20150316,20151227,583.61,11341.94,10758.33
768110055,20150101,20151231,245.45,0.0,-245.45
770114383,20150101,20151231,298.98,304.98,6.0
770709057,20150101,20151231,67.56,144.92,77.36
770924383,20150101,20151231,721.5,1019.39,297.89
771001270,20150101,20151231,1069.27,1731.65,662.38
771020324,20150116,20151231,6.67,1520.21,1513.54
772100023,20150101,20151231,3659.16,7175.06,3515.9
773212470,20150101,20151231,1529.76,3145.12,1615.36
773280051,20150523,20151231,270.19,278.02,7.83
778004100,20150101,20151231,9613.47,12614.04,3000.57
778109393,20150101,20151231,1532.46,4389.57,2857.11
780112070,20150101,20151231,7420.03,10956.38,3536.35
780989541,20150216,20151231,107.94,302.7,194.76
782100023,20150101,20151231,87.64,561.0,473.36
784430160,20150101,20151231,9312.58,13524.39,4211.81
784613100,20150101,20151231,676.52,824.58,148.06
786069541,20150101,20151231,1042.69,2978.01,1935.32
788004100,20150101,20151231,6418.75,8828.44,2409.69
790020324,20150101,20151231,104.72,472.95,368.23
790299400,20150101,20151231,6810.57,9190.69,2380.12
790509057,20150101,20151231,4828.02,5123.3,295.28
790978257,20150101,20151231,2255.28,5920.45,3665.17
793280051,20150522,20151231,9702.09,12704.04,3001.95
793314033,20150101,20151231,5993.79,11032.78,5038.99
794109393,20150101,20151231,1731.65,4048.1,2316.45
796110033,20150101,20151231,2050.92,3150.97,1100.05
797797457,20150101,20151231,5112.74,8036.36,2923.62
799010033,20150101,20151231,14316.81,24767.13,10450.32
799047535,20150101,20151231,6770.5,8688.97,1918.47
799211757,20150216,20151231,132.24,305.81,173.57
800510457,20150101,20151231,448.61,604.16,155.55
800840170,20150101,20151231,3393.42,4515.04,1121.62
801069541,20150101,20151231,2878.43,7738.03,4859.6
801299400,20150101,20151231,15588.76,19007.27,3418.51
801650141,20150129,20151231,43.2,7625.17,7581.97
801903141,20150101,20151231,149.76,762.33,612.57
802109393,20150101,20151231,1185.87,3039.84,1853.97
802212470,20150101,20151231,147.7,177.76,30.06
802399535,20150101,20151231,0.0,0.0,0.0
802440062,20150101,20151231,1198.27,1984.45,786.18
803036635,20150101,20151231,8728.54,9416.13,687.59
804314033,20150101,20151231,2772.95,5233.82,2460.87
805002535,20150101,20151231,8355.35,12577.02,4221.67
806450055,20150101,20151231,3263.74,13359.14,10095.4
807069541,20150101,20151231,2733.14,6779.53,4046.39
80924383,20150101,20151231,2442.51,3312.29,869.78
810910570,20150101,20151231,879.86,3085.25,2205.39
811903141,20150101,20151231,0.03,2.95,2.92
812835635,20150101,20151231,2424.26,5659.9,3235.64
814280051,20150523,20151231,1325.43,1785.58,460.15
815103116,20150101,20151231,352.15,358.97,6.82
815430160,20150101,20151231,2285.74,2285.74,0.0
816830635,20150101,20151231,1298.85,1371.03,72.18
817069541,20150101,20151231,1107.15,2924.31,1817.16
818113100,20150101,20151231,8348.71,13538.49,5189.78
818589100,20150101,20151231,8397.69,11707.0,3309.31
820923300,20150101,20151231,14124.1,23924.68,9800.58
821058330,20150101,20151231,355.37,459.02,103.65
821101270,20150101,20151231,11917.16,16962.18,5045.02
821903141,20150101,20151231,438.61,1256.49,817.88
822020324,20150319,20151231,5.3,1055.2,1049.9
822440062,20150101,20151231,3159.38,5549.32,2389.94
824280051,20150522,20151231,0.0,0.0,0.0
825103116,20150101,20151231,2010.62,3330.92,1320.3
825702160,20150101,20151231,0.28,0.28,0.0
826109393,20150101,20151231,233.53,2886.21,2652.68
827010033,20150410,20151231,7876.32,271.85,-7604.47
827282357,20150101,20151231,511.78,1533.92,1022.14
828004100,20150101,20151231,4459.46,6350.7,1891.24
829101357,20150101,20151231,6386.14,8707.45,2321.31
830203016,20150101,20151231,42.52,554.32,511.8
830581700,20150101,20151231,24.07,39.4,15.33
830950541,20150216,20151231,2380.42,6077.36,3696.94
831208075,20150101,20151231,23768.32,50078.23,26309.91
832105535,20150101,20151231,88772.58,149451.81,60679.23
834109393,20150101,20151231,1215.44,3223.47,2008.03
835058330,20150101,20151231,838.81,2025.75,1186.94
835702160,20150101,20151231,3263.09,5207.86,1944.77
837720055,20150216,20151231,24.06,6156.63,6132.57
839794457,20150416,20151231,1.87,2158.6,2156.73
839948250,20150511,20151231,51.51,1787.62,1736.11
840100023,20150101,20151231,239.13,1740.4,1501.27
841058330,20150101,20151231,0.0,0.0,0.0
841305160,20150530,20151231,0.0,52189.27,52189.27
841903141,20150101,20151231,1250.7,9520.1,8269.4
841924383,20150101,20151231,2665.02,3728.63,1063.61
843212470,20150101,20151231,1900.44,3030.12,1129.68
84430160,20150101,20151231,1450.53,2483.8,1033.27
847110033,20150101,20151231,1040.13,1462.2,422.07
849014383,20150101,20151231,15.84,1113.85,1098.01
84968250,20150101,20151231,12718.99,16554.12,3835.13
849969157,20150501,20151231,25.16,1741.24,1716.08
850200094,20150101,20151231,2153.81,5212.07,3058.26
850294457,20150416,20151231,8.58,1925.72,1917.14
851058330,20150101,20151231,0.0,0.0,0.0
85109393,20150101,20151231,3118.65,7747.66,4629.01
85110033,20150101,20151231,540.83,616.9,76.07
851332935,20150101,20151231,9953.32,13809.29,3855.97
853212470,20150101,20151230,15287.46,21287.08,5999.62
854121557,20150101,20151231,5630.64,8484.83,2854.19
855035735,20150101,20151231,5423.63,7779.87,2356.24
855096020,20150101,20151231,982.95,1787.51,804.56
858976557,20150101,20151231,324.96,553.88,228.92
860203016,20150217,20151231,773.82,2213.02,1439.2
861002270,20150101,20151231,1640.21,2624.88,984.67
861203016,20150101,20151231,2797.08,4566.14,1769.06
861293357,20150101,20151231,91.72,344.04,252.32
864065357,20150101,20151231,4450.09,6927.01,2476.92
864430160,20150101,20151231,0.0,0.0,0.0
866709057,20150101,20151231,1320.9,2339.71,1018.81
868589100,20150101,20151231,16771.22,23447.59,6676.37
870014383,20150101,20151231,450.58,2325.47,1874.89
870020324,20150101,20151231,49.8,1162.05,1112.25
870924383,20150101,20151231,6198.58,8543.89,2345.31
871100023,20150101,20151231,53.07,251.19,198.12
871203016,20150101,20151231,1408.09,5159.84,3751.75
871431735,20150101,20151231,276.57,3387.07,3110.5
872749357,20150101,20151231,3959.76,5946.32,1986.56
875096020,20150101,20151231,471.51,877.0,405.49
880114383,20150101,20151231,35652.16,54389.67,18737.51
881020324,20150101,20151231,1000.66,3376.84,2376.18
8811657,20150101,20151231,39.34,100.54,61.2
882100023,20150101,20151231,130.94,799.59,668.65
884430160,20150101,20151231,2571.18,2571.18,0.0
884613100,20150101,20151231,496.95,647.02,150.07
885210060,20150101,20151231,5045.64,7406.35,2360.71
88589100,20150101,20151231,15508.23,22095.9,6587.67
888004100,20150101,20151231,16846.12,20705.0,3858.88
89014383,20150101,20151231,487.48,1253.37,765.89
891764383,20150101,20151231,1685.52,3619.93,1934.41
892100023,20150101,20151231,421.39,1865.62,1444.23
893280051,20150522,20151231,0.0,1789.77,1789.77
894154357,20150101,20151231,0.0,0.0,0.0
894430160,20150101,20151231,0.0,0.0,0.0
896186020,20150101,20151231,487.54,615.85,128.31
896810457,20150101,20151231,23.335,3.29,-20.05
900840170,20150101,20151217,6739.76,8429.4,1689.64
900910570,20150101,20151231,510.59,3048.94,2538.35
900929250,20150101,20151231,0.0,0.0,0.0
901020324,20150101,20151231,557.91,2051.16,1493.25
901903141,20150101,20151231,440.4,1737.94,1297.54
902109393,20150101,20151231,1378.89,3599.84,2220.95
904968250,20150101,20151231,0.8,0.81,0.01
905319535,20150101,20151231,0.0,0.0,0.0
907032635,20150101,20151231,7719.33,11639.7,3920.37
91014383,20150101,20151231,878.04,2415.3,1537.26
910581700,20150101,20151231,3113.47,5156.68,2043.21
91089541,20150101,20151231,7244.37,8570.05,1325.68
911903141,20150101,20151231,281.42,1228.57,947.15
913058330,20150101,20151231,1681.93,2327.05,645.12
917086557,20150101,20151231,87.81,162.64,74.83
917110033,20150101,20151231,3994.1,7691.9,3697.8
917989541,20150216,20151231,4955.74,14852.28,9896.54
920581700,20150101,20151231,3888.81,5939.15,2050.34
920910570,20150101,20151231,40.49,409.38,368.89
921020324,20150101,20151231,33.9,92.91,59.01
921058330,20150101,20151231,5539.22,9123.53,3584.31
921101270,20150101,20151231,17664.33,25062.57,7398.24
921903141,20150101,20151231,234.87,304.39,69.52
922440062,20150101,20151231,57.48,226.55,169.07
925399535,20150101,20151231,3229.5,5956.35,2726.85
925702160,20150101,20151231,2469.31,3286.07,816.76
927010033,20150410,20151231,1273.78,2450.15,1176.37
927109393,20150101,20151231,6838.9,8499.62,1660.72
928004100,20150101,20151231,5138.28,7172.2,2033.92
929936635,20150101,20151231,17253.79,29799.96,12546.17
930203016,20150101,20151231,396.11,1412.89,1016.78
930931635,20150101,20151231,3421.52,17086.6,13665.08
931020324,20150101,20151231,637.72,1763.16,1125.44
931903141,20150101,20151231,702.14,2546.49,1844.35
932089110,20150101,20151231,14323.72,21464.97,7141.25
934010033,20150410,20151231,2835.46,3524.68,689.22
935010033,20150410,20151231,7128.34,149.16,-6979.18
935702160,20150101,20151231,287.11,378.18,91.07
936009393,20150101,20151231,6925.91,8703.06,1777.15
937109393,20150101,20151231,5289.35,11534.76,6245.41
938004100,20150101,20151231,5729.52,8696.19,2966.67
938110055,20150101,20151231,34.98,795.55,760.57
938718457,20150522,20151231,1569.91,2095.78,525.87
940058330,20150101,20151231,3434.08,5405.26,1971.18
940203016,20150217,20151231,145.28,342.78,197.5
941203016,20150101,20151231,1267.86,3363.69,2095.83
941924383,20150101,20151231,3084.62,4102.38,1017.76
942100051,20150101,20151231,2225.06,6784.96,4559.9
942714033,20150101,20151231,6857.12,8805.24,1948.12
943212470,20150101,20151231,801.75,836.78,35.03
944111370,20150501,20151231,11.57,1831.94,1820.37
944319535,20150101,20151231,5089.12,8935.89,3846.77
945443357,20150109,20151231,214.41,9653.63,9439.22
945702160,20150101,20151231,7480.67,10847.94,3367.27
94613100,20150101,20151231,259.08,338.45,79.37
947614033,20150407,20151231,4720.68,4973.73,253.05
94810457,20150101,20151231,2376.07,3702.02,1325.95
950112070,20150101,20151231,718.72,1112.11,393.39
950203016,20150101,20151231,964.3,4821.92,3857.62
951203016,20150101,20151231,4420.07,5886.35,1466.28
954811370,20150101,20151231,6124.57,6231.68,107.11
955096020,20150101,20151231,0.0,1.13,1.13
960100023,20150101,20151231,1336.87,6324.83,4987.96
963212470,20150101,20151230,1798.51,3972.11,2173.6
963764383,20150101,20151231,762.6,2250.63,1488.03
964211370,20150101,20151231,8363.68,10455.91,2092.23
966810457,20150101,20151231,0.95,1.65,0.7
96750557,20150101,20151231,3898.19,7409.67,3511.48
968004100,20150101,20151231,10206.37,14298.41,4092.04
968589100,20150101,20151231,8889.24,9039.03,149.79
970299400,20150101,20151231,9684.05,12419.93,2735.88
970924383,20150101,20151231,1840.65,2312.55,471.9
970934635,20150101,20151231,1686.4,2992.07,1305.67
971020324,20150101,20151231,228.24,338.72,110.48
971100023,20150101,20151231,213.46,1130.96,917.5
973031635,20150101,20151231,8868.87,16152.01,7283.14
975038635,20150101,20151231,54788.66,74858.62,20069.96
978010033,20150410,20151231,10384.87,400.66,-9984.21
980038457,20150101,20151231,153.22,222.04,68.82
981100023,20150101,20151231,37.58,154.53,116.95
981908250,20150101,20151231,1766.43,3110.62,1344.19
984430160,20150101,20151231,4076.28,5641.38,1565.1
984968250,20150101,20151231,189.0,226.91,37.91
985110033,20150101,20151231,3176.44,3576.42,399.98
985440055,20150101,20151231,751.85,2713.66,1961.81
986022157,20150101,20151231,4778.7,5379.72,601.02
986069541,20150101,20151231,0.0,0.0,0.0
986833757,20150101,20151231,0.0,55.1,55.1
988004100,20150101,20151231,6464.48,9272.21,2807.73
990020324,20150101,20151231,0.0,0.0,0.0
99109393,20150101,20151231,11323.98,14883.28,3559.3
992100023,20150101,20151231,466.17,2131.84,1665.67
993041052,20150101,20151231,1138.22,2254.81,1116.59
993280051,20150522,20151231,1974.66,2714.87,740.21
993314033,20150101,20151231,3798.17,6888.19,3090.02
995743757,20150101,20151231,26.96,173.6,146.64
