变压器,年,月,日,时,分,额定容量(KVA),电压(KV),电流(A)
1000000003,2018,1,5,3,0,60,12,2
1000000003,2018,1,5,3,15,60,12,2
1000000003,2018,1,5,3,30,60,12,2
1000000003,2018,1,5,3,45,60,12,2
1000000003,2018,1,5,4,0,60,12,2
1000000003,2018,1,5,4,15,60,12,2
1000000003,2018,1,5,4,30,60,12,2
1000000003,2018,1,5,4,45,60,12,2
1000000003,2018,1,5,5,0,60,12,2
1000000003,2018,1,5,5,15,60,12,2
1000000003,2018,1,5,5,30,60,12,2
1000000003,2018,1,5,5,45,60,12,2
1000000003,2018,1,5,6,0,60,12,2
1000000003,2018,1,5,6,15,60,12,2
1000000003,2018,1,5,6,30,60,12,2
1000000003,2018,1,5,6,45,60,12,2
1000000003,2018,1,5,7,0,60,12,2
1000000003,2018,1,5,7,15,60,12,2
1000000003,2018,1,5,7,30,60,12,2
1000000003,2018,1,5,7,45,60,12,2
1000000003,2018,1,5,8,0,60,12,2
1000000003,2018,1,5,8,15,60,12,2
1000000003,2018,1,5,8,30,60,12,2
1000000003,2018,1,5,8,45,60,12,2
1000000003,2018,1,5,9,0,60,12,2
1000000003,2018,1,5,9,15,60,12,2
1000000003,2018,1,5,9,30,60,12,2
1000000003,2018,1,5,9,45,60,12,2
1000000003,2018,1,5,10,0,60,12,2
1000000003,2018,1,5,10,15,60,12,2
1000000003,2018,1,5,10,30,60,12,2
1000000003,2018,1,5,10,45,60,12,2
1000000003,2018,1,5,11,0,60,12,2
1000000003,2018,1,5,11,15,60,12,2
1000000003,2018,1,5,11,30,60,12,2
1000000003,2018,1,5,11,45,60,12,2
1000000003,2018,1,5,12,0,60,12,2
1000000003,2018,1,5,12,15,60,12,2
1000000003,2018,1,5,12,30,60,12,2
1000000003,2018,1,5,12,45,60,12,2
1000000003,2018,1,5,13,0,60,12,2
1000000003,2018,1,5,13,15,60,12,2
1000000003,2018,1,5,13,30,60,12,2
1000000003,2018,1,5,13,45,60,12,2
1000000003,2018,1,5,14,0,60,12,2
1000000003,2018,1,5,14,15,60,12,2
1000000003,2018,1,5,14,30,60,12,2
1000000003,2018,1,5,14,45,60,12,2
1000000003,2018,1,5,15,0,60,12,2
1000000003,2018,1,5,15,15,60,12,2
1000000003,2018,1,5,15,30,60,12,2
1000000003,2018,1,5,15,45,60,12,2
1000000003,2018,1,5,16,0,60,12,2
1000000003,2018,1,5,16,15,60,12,2
1000000003,2018,1,5,16,30,60,12,2
1000000003,2018,1,5,16,45,60,12,2
1000000003,2018,1,5,17,0,60,12,2
1000000003,2018,1,5,17,15,60,12,2
1000000003,2018,1,5,17,30,60,12,2
1000000003,2018,1,5,17,45,60,12,2
1000000003,2018,1,5,18,0,60,12,2
1000000003,2018,1,5,18,15,60,12,2
1000000003,2018,1,5,18,30,60,12,2
1000000003,2018,1,5,18,45,60,12,2
1000000003,2018,1,5,19,0,60,12,2
1000000003,2018,1,5,19,15,60,12,2
1000000003,2018,1,5,19,30,60,12,2
1000000003,2018,1,5,19,45,60,12,2
1000000003,2018,1,5,20,0,60,12,2
1000000003,2018,1,5,20,15,60,12,2
1000000003,2018,1,5,20,30,60,12,2
1000000003,2018,1,5,20,45,60,12,2
1000000003,2018,1,5,21,0,60,12,2
1000000003,2018,1,5,21,15,60,12,2
1000000003,2018,1,5,21,30,60,12,2
1000000003,2018,1,5,21,45,60,12,2
1000000003,2018,1,5,22,0,60,12,2
1000000003,2018,1,5,22,15,60,12,2
1000000003,2018,1,5,22,30,60,12,2
1000000003,2018,1,5,22,45,60,12,2
1000000003,2018,1,5,23,0,60,12,2
1000000003,2018,1,5,23,15,60,12,2
1000000003,2018,1,5,23,30,60,12,2
1000000003,2018,1,5,23,45,60,12,2
1000000003,2018,1,6,0,0,60,12,2
1000000003,2018,1,6,0,15,60,12,2
1000000003,2018,1,6,0,30,60,12,2
1000000003,2018,1,6,0,45,60,12,2
1000000003,2018,1,6,1,0,60,12,2
1000000003,2018,1,6,1,15,60,12,2
1000000003,2018,1,6,1,30,60,12,2
1000000003,2018,1,6,1,45,60,12,2
1000000003,2018,1,6,2,0,60,12,2
1000000003,2018,1,6,2,15,60,12,2
1000000003,2018,1,6,2,30,60,12,2
1000000003,2018,1,6,2,45,60,12,2
1000000003,2018,1,6,3,0,60,12,2
1000000003,2018,1,6,3,15,60,12,2
1000000003,2018,1,6,3,30,60,12,2
1000000003,2018,1,6,3,45,60,12,2
1000000003,2018,1,6,4,0,60,12,2
1000000003,2018,1,6,4,15,60,12,2
1000000003,2018,1,6,4,30,60,12,2
1000000003,2018,1,6,4,45,60,12,2
1000000003,2018,1,6,5,0,60,12,2
1000000003,2018,1,6,5,15,60,12,2
1000000003,2018,1,6,5,30,60,12,2
1000000003,2018,1,6,5,45,60,12,2
1000000003,2018,1,6,6,0,60,12,2
1000000003,2018,1,6,6,15,60,12,2
1000000003,2018,1,6,6,30,60,12,2
1000000003,2018,1,6,6,45,60,12,2
1000000003,2018,1,6,7,0,60,12,2
1000000003,2018,1,6,7,15,60,12,2
1000000003,2018,1,6,7,30,60,12,2
1000000003,2018,1,6,7,45,60,12,2
1000000003,2018,1,6,8,0,60,12,2
1000000003,2018,1,6,8,15,60,12,2
1000000003,2018,1,6,8,30,60,12,2
1000000003,2018,1,6,8,45,60,12,2
1000000003,2018,1,6,9,0,60,12,2
1000000003,2018,1,6,9,15,60,12,2
1000000003,2018,1,6,9,30,60,12,2
1000000003,2018,1,6,9,45,60,12,2
1000000003,2018,1,6,10,0,60,12,2
1000000003,2018,1,6,10,15,60,12,2
1000000003,2018,1,6,10,30,60,12,2
1000000003,2018,1,6,10,45,60,12,2
1000000003,2018,1,6,11,0,60,12,2
1000000003,2018,1,6,11,15,60,12,2
1000000003,2018,1,6,11,30,60,12,2
1000000003,2018,1,6,11,45,60,12,2
1000000003,2018,1,6,12,0,60,12,2
1000000003,2018,1,6,12,15,60,12,2
1000000003,2018,1,6,12,30,60,12,2
1000000003,2018,1,6,12,45,60,12,2
1000000003,2018,1,6,13,0,60,12,2
1000000003,2018,1,6,13,15,60,12,2
1000000003,2018,1,6,13,30,60,12,2
1000000003,2018,1,6,13,45,60,12,2
1000000003,2018,1,6,14,0,60,12,2
1000000003,2018,1,6,14,15,60,12,2
1000000003,2018,1,6,14,30,60,12,2
1000000003,2018,1,6,14,45,60,12,2
1000000003,2018,1,6,15,0,60,12,2
1000000003,2018,1,6,15,15,60,12,2
1000000003,2018,1,6,15,30,60,12,2
1000000003,2018,1,6,15,45,60,12,2
1000000003,2018,1,6,16,0,60,12,2
1000000003,2018,1,6,16,15,60,12,2
1000000003,2018,1,6,16,30,60,12,2
1000000003,2018,1,6,16,45,60,12,2
1000000003,2018,1,6,17,0,60,12,2
1000000003,2018,1,6,17,15,60,12,2
1000000003,2018,1,6,17,30,60,12,2
1000000003,2018,1,6,17,45,60,12,2
1000000003,2018,1,6,18,0,60,12,2
1000000003,2018,1,6,18,15,60,12,2
1000000003,2018,1,6,18,30,60,12,2
1000000003,2018,1,6,18,45,60,12,2
1000000003,2018,1,6,19,0,60,12,2
1000000003,2018,1,6,19,15,60,12,2
1000000003,2018,1,6,19,30,60,12,2
1000000003,2018,1,6,19,45,60,12,2
1000000003,2018,1,6,20,0,60,12,2
1000000003,2018,1,6,20,15,60,12,2
1000000003,2018,1,6,20,30,60,12,2
1000000003,2018,1,6,20,45,60,12,2
1000000003,2018,1,6,21,0,60,12,2
1000000003,2018,1,6,21,15,60,12,2
1000000003,2018,1,6,21,30,60,12,2
1000000003,2018,1,6,21,45,60,12,2
1000000003,2018,1,6,22,0,60,12,2
1000000003,2018,1,6,22,15,60,12,2
1000000003,2018,1,6,22,30,60,12,2
1000000003,2018,1,6,22,45,60,12,2
1000000003,2018,1,6,23,0,60,12,2
1000000003,2018,1,6,23,15,60,12,2
1000000003,2018,1,6,23,30,60,12,2
1000000003,2018,1,6,23,45,60,12,2
1000000003,2018,1,7,0,0,60,12,2
1000000003,2018,1,7,0,15,60,12,2
1000000003,2018,1,7,0,30,60,12,2
1000000003,2018,1,7,0,45,60,12,2
1000000003,2018,1,7,1,0,60,12,2
1000000003,2018,1,7,1,15,60,12,2
1000000003,2018,1,7,1,30,60,12,2
1000000003,2018,1,7,1,45,60,12,2
1000000003,2018,1,7,2,0,60,12,2
1000000003,2018,1,7,2,15,60,12,2
1000000003,2018,1,7,2,30,60,12,2
1000000003,2018,1,7,2,45,60,12,2
1000000003,2018,1,7,3,0,60,12,2
1000000003,2018,1,7,3,15,60,12,2
1000000003,2018,1,7,3,30,60,12,2
1000000003,2018,1,7,3,45,60,12,2
1000000003,2018,1,7,4,0,60,12,2
1000000003,2018,1,7,4,15,60,12,2
1000000003,2018,1,7,4,30,60,12,2
1000000003,2018,1,7,4,45,60,12,2
1000000003,2018,1,7,5,0,60,12,2
1000000003,2018,1,7,5,15,60,12,2
1000000003,2018,1,7,5,30,60,12,2
1000000003,2018,1,7,5,45,60,12,2
1000000003,2018,1,7,6,0,60,12,2
1000000003,2018,1,7,6,15,60,12,2
1000000003,2018,1,7,6,30,60,12,2
1000000003,2018,1,7,6,45,60,12,2
1000000003,2018,1,7,7,0,60,12,2
1000000003,2018,1,7,7,15,60,12,2
1000000003,2018,1,7,7,30,60,12,2
1000000003,2018,1,7,7,45,60,12,2
1000000003,2018,1,7,8,0,60,12,2
1000000003,2018,1,7,8,15,60,12,2
1000000003,2018,1,7,8,30,60,12,2
1000000003,2018,1,7,8,45,60,12,2
1000000003,2018,1,7,9,0,60,12,2
1000000003,2018,1,7,9,15,60,12,2
1000000003,2018,1,7,9,30,60,12,2
1000000003,2018,1,7,9,45,60,12,2
1000000003,2018,1,7,10,0,60,12,2
1000000003,2018,1,7,10,15,60,12,2
1000000003,2018,1,7,10,30,60,12,2
1000000003,2018,1,7,10,45,60,12,2
1000000003,2018,1,7,11,0,60,12,2
1000000003,2018,1,7,11,15,60,12,2
1000000003,2018,1,7,11,30,60,12,2
1000000003,2018,1,7,11,45,60,12,2
1000000003,2018,1,7,12,0,60,12,2
1000000003,2018,1,7,12,15,60,12,2
1000000003,2018,1,7,12,30,60,12,2
1000000003,2018,1,7,12,45,60,12,2
1000000003,2018,1,7,13,0,60,12,2
1000000003,2018,1,7,13,15,60,12,2
1000000003,2018,1,7,13,30,60,12,2
1000000003,2018,1,7,13,45,60,12,2
1000000003,2018,1,7,14,0,60,12,2
1000000003,2018,1,7,14,15,60,12,2
1000000003,2018,1,7,14,30,60,12,2
1000000003,2018,1,7,14,45,60,12,2
1000000003,2018,1,7,15,0,60,12,2
1000000003,2018,1,7,15,15,60,12,2
1000000003,2018,1,7,15,30,60,12,2
1000000003,2018,1,7,15,45,60,12,2
1000000003,2018,1,7,16,0,60,12,2
1000000003,2018,1,7,16,15,60,12,2
1000000003,2018,1,7,16,30,60,12,2
1000000003,2018,1,7,16,45,60,12,2
1000000003,2018,1,7,17,0,60,12,2
1000000003,2018,1,7,17,15,60,12,2
1000000003,2018,1,7,17,30,60,12,2
1000000003,2018,1,7,17,45,60,12,2
1000000003,2018,1,7,18,0,60,12,2
1000000003,2018,1,7,18,15,60,12,2
1000000003,2018,1,7,18,30,60,12,2
1000000003,2018,1,7,18,45,60,12,2
1000000003,2018,1,7,19,0,60,12,2
1000000003,2018,1,7,19,15,60,12,2
1000000003,2018,1,7,19,30,60,12,2
1000000003,2018,1,7,19,45,60,12,2
1000000003,2018,1,7,20,0,60,12,2
1000000003,2018,1,7,20,15,60,12,2
1000000003,2018,1,7,20,30,60,12,2
1000000003,2018,1,7,20,45,60,12,2
1000000003,2018,1,7,21,0,60,12,2
1000000003,2018,1,7,21,15,60,12,2
1000000003,2018,1,7,21,30,60,12,2
1000000003,2018,1,7,21,45,60,12,2
1000000003,2018,1,7,22,0,60,12,2
1000000003,2018,1,7,22,15,60,12,2
1000000003,2018,1,7,22,30,60,12,2
1000000003,2018,1,7,22,45,60,12,2
1000000003,2018,1,7,23,0,60,12,2
1000000003,2018,1,7,23,15,60,12,2
1000000003,2018,1,7,23,30,60,12,2
1000000003,2018,1,7,23,45,60,12,2
1000000003,2018,1,8,0,0,60,12,2
1000000003,2018,1,8,0,15,60,12,2
1000000003,2018,1,8,0,30,60,12,2
1000000003,2018,1,8,0,45,60,12,2
1000000003,2018,1,8,1,0,60,12,2
1000000003,2018,1,8,1,15,60,12,2
1000000003,2018,1,8,1,30,60,12,2
1000000003,2018,1,8,1,45,60,12,2
1000000003,2018,1,8,2,0,60,12,2
1000000003,2018,1,8,2,15,60,12,2
1000000003,2018,1,8,2,30,60,12,2
1000000003,2018,1,8,2,45,60,12,2
1000000003,2018,1,8,3,0,60,12,2
1000000003,2018,1,8,3,15,60,12,2
1000000003,2018,1,8,3,30,60,12,2
1000000003,2018,1,8,3,45,60,12,2
1000000003,2018,1,8,4,0,60,12,2
1000000003,2018,1,8,4,15,60,12,2
1000000003,2018,1,8,4,30,60,12,2
1000000003,2018,1,8,4,45,60,12,2
1000000003,2018,1,8,5,0,60,12,2
1000000003,2018,1,8,5,15,60,12,2
1000000003,2018,1,8,5,30,60,12,2
1000000003,2018,1,8,5,45,60,12,2
1000000003,2018,1,8,6,0,60,12,2
1000000003,2018,1,8,6,15,60,12,2
1000000003,2018,1,8,6,30,60,12,2
1000000003,2018,1,8,6,45,60,12,2
1000000003,2018,1,8,7,0,60,12,2
1000000003,2018,1,8,7,15,60,12,2
1000000003,2018,1,8,7,30,60,12,2
1000000003,2018,1,8,7,45,60,12,2
1000000003,2018,1,8,8,0,60,12,2
1000000003,2018,1,8,8,15,60,12,2
1000000003,2018,1,8,8,30,60,12,2
1000000003,2018,1,8,8,45,60,12,2
1000000003,2018,1,8,9,0,60,12,2
1000000003,2018,1,8,9,15,60,12,2
1000000003,2018,1,8,9,30,60,12,2
1000000003,2018,1,8,9,45,60,12,2
1000000003,2018,1,8,10,0,60,12,2
1000000003,2018,1,8,10,15,60,12,2
1000000003,2018,1,8,10,30,60,12,2
1000000003,2018,1,8,10,45,60,12,2
1000000003,2018,1,8,11,0,60,12,2
1000000003,2018,1,8,11,15,60,12,2
1000000003,2018,1,8,11,30,60,12,2
1000000003,2018,1,8,11,45,60,12,2
1000000003,2018,1,8,12,0,60,12,2
1000000003,2018,1,8,12,15,60,12,2
1000000003,2018,1,8,12,30,60,12,2
1000000003,2018,1,8,12,45,60,12,2
1000000003,2018,1,8,13,0,60,12,2
1000000003,2018,1,8,13,15,60,12,2
1000000003,2018,1,8,13,30,60,12,2
1000000003,2018,1,8,13,45,60,12,2
1000000003,2018,1,8,14,0,60,12,2
1000000003,2018,1,8,14,15,60,12,2
1000000003,2018,1,8,14,30,60,12,2
1000000003,2018,1,8,14,45,60,12,2
1000000003,2018,1,8,15,0,60,12,2
1000000003,2018,1,8,15,15,60,12,2
1000000003,2018,1,8,15,30,60,12,2
1000000003,2018,1,8,15,45,60,12,2
1000000003,2018,1,8,16,0,60,12,2
1000000003,2018,1,8,16,15,60,12,2
1000000003,2018,1,8,16,30,60,12,2
1000000003,2018,1,8,16,45,60,12,2
1000000003,2018,1,8,17,0,60,12,2
1000000003,2018,1,8,17,15,60,12,2
1000000003,2018,1,8,17,30,60,12,2
1000000003,2018,1,8,17,45,60,12,2
1000000003,2018,1,8,18,0,60,12,2
1000000003,2018,1,8,18,15,60,12,2
1000000003,2018,1,8,18,30,60,12,2
1000000003,2018,1,8,18,45,60,12,2
1000000003,2018,1,8,19,0,60,12,2
1000000003,2018,1,8,19,15,60,12,2
1000000003,2018,1,8,19,30,60,12,2
1000000003,2018,1,8,19,45,60,12,2
1000000003,2018,1,8,20,0,60,12,2
1000000003,2018,1,8,20,15,60,12,2
1000000003,2018,1,8,20,30,60,12,2
1000000003,2018,1,8,20,45,60,12,2
1000000003,2018,1,8,21,0,60,12,2
1000000003,2018,1,8,21,15,60,12,2
1000000003,2018,1,8,21,30,60,12,2
1000000003,2018,1,8,21,45,60,12,2
1000000003,2018,1,8,22,0,60,12,2
1000000003,2018,1,8,22,15,60,12,2
1000000003,2018,1,8,22,30,60,12,2
1000000003,2018,1,8,22,45,60,12,2
1000000003,2018,1,8,23,0,60,12,2
1000000003,2018,1,8,23,15,60,12,2
1000000003,2018,1,8,23,30,60,12,2
1000000003,2018,1,8,23,45,60,12,2
1000000003,2018,1,9,0,0,60,12,2
1000000003,2018,1,9,0,15,60,12,2
1000000003,2018,1,9,0,30,60,12,2
1000000003,2018,1,9,0,45,60,12,2
1000000003,2018,1,9,1,0,60,12,2
1000000003,2018,1,9,1,15,60,12,2
1000000003,2018,1,9,1,30,60,12,2
1000000003,2018,1,9,1,45,60,12,2
1000000003,2018,1,9,2,0,60,12,2
1000000003,2018,1,9,2,15,60,12,2
1000000003,2018,1,9,2,30,60,12,2
1000000003,2018,1,9,2,45,60,12,2
1000000003,2018,1,9,3,0,60,12,2
1000000003,2018,1,9,3,15,60,12,2
1000000003,2018,1,9,3,30,60,12,2
1000000003,2018,1,9,3,45,60,12,2
1000000003,2018,1,9,4,0,60,12,2
1000000003,2018,1,9,4,15,60,12,2
1000000003,2018,1,9,4,30,60,12,2
1000000003,2018,1,9,4,45,60,12,2
1000000003,2018,1,9,5,0,60,12,2
1000000003,2018,1,9,5,15,60,12,2
1000000003,2018,1,9,5,30,60,12,2
1000000003,2018,1,9,5,45,60,12,2
1000000003,2018,1,9,6,0,60,12,2
1000000003,2018,1,9,6,15,60,12,2
1000000003,2018,1,9,6,30,60,12,2
1000000003,2018,1,9,6,45,60,12,2
1000000003,2018,1,9,7,0,60,12,2
1000000003,2018,1,9,7,15,60,12,2
1000000003,2018,1,9,7,30,60,12,2
1000000003,2018,1,9,7,45,60,12,2
1000000003,2018,1,9,8,0,60,12,2
1000000003,2018,1,9,8,15,60,12,2
1000000003,2018,1,9,8,30,60,12,2
1000000003,2018,1,9,8,45,60,12,2
1000000003,2018,1,9,9,0,60,12,2
1000000003,2018,1,9,9,15,60,12,2
1000000003,2018,1,9,9,30,60,12,2
1000000003,2018,1,9,9,45,60,12,2
1000000003,2018,1,9,10,0,60,12,2
1000000003,2018,1,9,10,15,60,12,2
1000000003,2018,1,9,10,30,60,12,2
1000000003,2018,1,9,10,45,60,12,2
1000000003,2018,1,9,11,0,60,12,2
1000000003,2018,1,9,11,15,60,12,2
1000000003,2018,1,9,11,30,60,12,2
1000000003,2018,1,9,11,45,60,12,2
1000000003,2018,1,9,12,0,60,12,2
1000000003,2018,1,9,12,15,60,12,2
1000000003,2018,1,9,12,30,60,12,2
1000000003,2018,1,9,12,45,60,12,2
1000000003,2018,1,9,13,0,60,12,2
1000000003,2018,1,9,13,15,60,12,2
1000000003,2018,1,9,13,30,60,12,2
1000000003,2018,1,9,13,45,60,12,2
1000000003,2018,1,9,14,0,60,12,2
1000000003,2018,1,9,14,15,60,12,2
1000000003,2018,1,9,14,30,60,12,2
1000000003,2018,1,9,14,45,60,12,2
1000000003,2018,1,9,15,0,60,12,2
1000000003,2018,1,9,15,15,60,12,2
1000000003,2018,1,9,15,30,60,12,2
1000000003,2018,1,9,15,45,60,12,2
1000000003,2018,1,9,16,0,60,12,2
1000000003,2018,1,9,16,15,60,12,2
1000000003,2018,1,9,16,30,60,12,2
1000000003,2018,1,9,16,45,60,12,2
1000000003,2018,1,9,17,0,60,12,2
1000000003,2018,1,9,17,15,60,12,2
1000000003,2018,1,9,17,30,60,12,2
1000000003,2018,1,9,17,45,60,12,2
1000000003,2018,1,9,18,0,60,12,2
1000000003,2018,1,9,18,15,60,12,2
1000000003,2018,1,9,18,30,60,12,2
1000000003,2018,1,9,18,45,60,12,2
1000000003,2018,1,9,19,0,60,12,2
1000000003,2018,1,9,19,15,60,12,2
1000000003,2018,1,9,19,30,60,12,2
1000000003,2018,1,9,19,45,60,12,2
1000000003,2018,1,9,20,0,60,12,2
1000000003,2018,1,9,20,15,60,12,2
1000000003,2018,1,9,20,30,60,12,2
1000000003,2018,1,9,20,45,60,12,2
1000000003,2018,1,9,21,0,60,12,2
1000000003,2018,1,9,21,15,60,12,2
1000000003,2018,1,9,21,30,60,12,2
1000000003,2018,1,9,21,45,60,12,2
1000000003,2018,1,9,22,0,60,12,2
1000000003,2018,1,9,22,15,60,12,2
1000000003,2018,1,9,22,30,60,12,2
1000000003,2018,1,9,22,45,60,12,2
1000000003,2018,1,9,23,0,60,12,2
1000000003,2018,1,9,23,15,60,12,2
1000000003,2018,1,9,23,30,60,12,2
1000000003,2018,1,9,23,45,60,12,2
1000000003,2018,1,10,0,0,60,12,2
1000000003,2018,1,10,0,15,60,12,2
1000000003,2018,1,10,0,30,60,12,2
1000000003,2018,1,10,0,45,60,12,2
1000000003,2018,1,10,1,0,60,12,2
1000000003,2018,1,10,1,15,60,12,2
1000000003,2018,1,10,1,30,60,12,2
1000000003,2018,1,10,1,45,60,12,2
1000000003,2018,1,10,2,0,60,12,2
1000000003,2018,1,10,2,15,60,12,2
1000000003,2018,1,10,2,30,60,12,2
1000000003,2018,1,10,2,45,60,12,2
1000000003,2018,1,10,3,0,60,12,2
1000000003,2018,1,10,3,15,60,12,2
1000000003,2018,1,10,3,30,60,12,2
1000000003,2018,1,10,3,45,60,12,2
1000000003,2018,1,10,4,0,60,12,2
1000000003,2018,1,10,4,15,60,12,2
1000000003,2018,1,10,4,30,60,12,2
1000000003,2018,1,10,4,45,60,12,2
1000000003,2018,1,10,5,0,60,12,2
1000000003,2018,1,10,5,15,60,12,2
1000000003,2018,1,10,5,30,60,12,2
1000000003,2018,1,10,5,45,60,12,2
1000000003,2018,1,10,6,0,60,12,2
1000000003,2018,1,10,6,15,60,12,2
1000000003,2018,1,10,6,30,60,12,2
1000000003,2018,1,10,6,45,60,12,2
1000000003,2018,1,10,7,0,60,12,2
1000000003,2018,1,10,7,15,60,12,2
1000000003,2018,1,10,7,30,60,12,2
1000000003,2018,1,10,7,45,60,12,2
1000000003,2018,1,10,8,0,60,12,2
1000000003,2018,1,10,8,15,60,12,2
1000000003,2018,1,10,8,30,60,12,2
1000000003,2018,1,10,8,45,60,12,2
1000000003,2018,1,10,9,0,60,12,2
1000000003,2018,1,10,9,15,60,12,2
1000000003,2018,1,10,9,30,60,12,2
1000000003,2018,1,10,9,45,60,12,2
1000000003,2018,1,10,10,0,60,12,2
1000000003,2018,1,10,10,15,60,12,2
1000000003,2018,1,10,10,30,60,12,2
1000000003,2018,1,10,10,45,60,12,2
1000000003,2018,1,10,11,0,60,12,2
1000000003,2018,1,10,11,15,60,12,2
1000000003,2018,1,10,11,30,60,12,2
1000000003,2018,1,10,11,45,60,12,2
1000000003,2018,1,10,12,0,60,12,2
1000000003,2018,1,10,12,15,60,12,2
1000000003,2018,1,10,12,30,60,12,2
1000000003,2018,1,10,12,45,60,12,2
1000000003,2018,1,10,13,0,60,12,2
1000000003,2018,1,10,13,15,60,12,2
1000000003,2018,1,10,13,30,60,12,2
1000000003,2018,1,10,13,45,60,12,2
1000000003,2018,1,10,14,0,60,12,2
1000000003,2018,1,10,14,15,60,12,2
1000000003,2018,1,10,14,30,60,12,2
1000000003,2018,1,10,14,45,60,12,2
1000000003,2018,1,10,15,0,60,12,2
1000000003,2018,1,10,15,15,60,12,2
1000000003,2018,1,10,15,30,60,12,2
1000000003,2018,1,10,15,45,60,12,2
1000000003,2018,1,10,16,0,60,12,2
1000000003,2018,1,10,16,15,60,12,2
1000000003,2018,1,10,16,30,60,12,2
1000000003,2018,1,10,16,45,60,12,2
1000000003,2018,1,10,17,0,60,12,2
1000000003,2018,1,10,17,15,60,12,2
1000000003,2018,1,10,17,30,60,12,2
1000000003,2018,1,10,17,45,60,12,2
1000000003,2018,1,10,18,0,60,12,2
1000000003,2018,1,10,18,15,60,12,2
1000000003,2018,1,10,18,30,60,12,2
1000000003,2018,1,10,18,45,60,12,2
1000000003,2018,1,10,19,0,60,12,2
1000000003,2018,1,10,19,15,60,12,2
1000000003,2018,1,10,19,30,60,12,2
1000000003,2018,1,10,19,45,60,12,2
1000000003,2018,1,10,20,0,60,12,2
1000000003,2018,1,10,20,15,60,12,2
1000000003,2018,1,10,20,30,60,12,2
1000000003,2018,1,10,20,45,60,12,2
1000000003,2018,1,10,21,0,60,12,2
1000000003,2018,1,10,21,15,60,12,2
1000000003,2018,1,10,21,30,60,12,2
1000000003,2018,1,10,21,45,60,12,2
1000000003,2018,1,10,22,0,60,12,2
1000000003,2018,1,10,22,15,60,12,2
1000000003,2018,1,10,22,30,60,12,2
1000000003,2018,1,10,22,45,60,12,2
1000000003,2018,1,10,23,0,60,12,2
1000000003,2018,1,10,23,15,60,12,2
1000000003,2018,1,10,23,30,60,12,2
1000000003,2018,1,10,23,45,60,12,2
1000000004,2018,1,1,0,0,90,12,2
1000000004,2018,1,1,0,15,90,12,2
1000000004,2018,1,1,0,30,90,12,2
1000000004,2018,1,1,0,45,90,12,2
1000000004,2018,1,1,1,0,90,12,2
1000000004,2018,1,1,1,15,90,12,2
1000000004,2018,1,1,1,30,90,12,2
1000000004,2018,1,1,1,45,90,12,2
1000000004,2018,1,1,2,0,90,12,2
1000000004,2018,1,1,2,15,90,12,2
1000000004,2018,1,1,2,30,90,12,2
1000000004,2018,1,1,2,45,90,12,2
1000000004,2018,1,1,3,0,90,12,2
1000000004,2018,1,1,3,15,90,12,2
1000000004,2018,1,1,3,30,90,12,2
1000000004,2018,1,1,3,45,90,12,2
1000000004,2018,1,1,4,0,90,12,2
1000000004,2018,1,1,4,15,90,12,2
1000000004,2018,1,1,4,30,90,12,2
1000000004,2018,1,1,4,45,90,12,2
1000000004,2018,1,1,5,0,90,12,2
1000000004,2018,1,1,5,15,90,12,2
1000000004,2018,1,1,5,30,90,12,2
1000000004,2018,1,1,5,45,90,12,2
1000000004,2018,1,1,6,0,90,12,2
1000000004,2018,1,1,6,15,90,12,2
1000000004,2018,1,1,6,30,90,12,2
1000000004,2018,1,1,6,45,90,12,2
1000000004,2018,1,1,7,0,90,12,2
1000000004,2018,1,1,7,15,90,12,2
1000000004,2018,1,1,7,30,90,12,2
1000000004,2018,1,1,7,45,90,12,2
1000000004,2018,1,1,8,0,90,12,2
1000000004,2018,1,1,8,15,90,12,2
1000000004,2018,1,1,8,30,90,12,2
1000000004,2018,1,1,8,45,90,12,2
1000000004,2018,1,1,9,0,90,12,2
1000000004,2018,1,1,9,15,90,12,2
1000000004,2018,1,1,9,30,90,12,2
1000000004,2018,1,1,9,45,90,12,2
1000000004,2018,1,1,10,0,90,12,2
1000000004,2018,1,1,10,15,90,12,2
1000000004,2018,1,1,10,30,90,12,2
1000000004,2018,1,1,10,45,90,12,2
1000000004,2018,1,1,11,0,90,12,2
1000000004,2018,1,1,11,15,90,12,2
1000000004,2018,1,1,11,30,90,12,2
1000000004,2018,1,1,11,45,90,12,2
1000000004,2018,1,1,12,0,90,12,2
1000000004,2018,1,1,12,15,90,12,2
1000000004,2018,1,1,12,30,90,12,2
1000000004,2018,1,1,12,45,90,12,2
1000000004,2018,1,1,13,0,90,12,2
1000000004,2018,1,1,13,15,90,12,2
1000000004,2018,1,1,13,30,90,12,2
1000000004,2018,1,1,13,45,90,12,2
1000000004,2018,1,1,14,0,90,12,2
1000000004,2018,1,1,14,15,90,12,2
1000000004,2018,1,1,14,30,90,12,2
1000000004,2018,1,1,14,45,90,12,2
1000000004,2018,1,1,15,0,90,12,2
1000000004,2018,1,1,15,15,90,12,2
1000000004,2018,1,1,15,30,90,12,2
1000000004,2018,1,1,15,45,90,12,2
1000000004,2018,1,1,16,0,90,12,2
1000000004,2018,1,1,16,15,90,12,2
1000000004,2018,1,1,16,30,90,12,2
1000000004,2018,1,1,16,45,90,12,2
1000000004,2018,1,1,17,0,90,12,2
1000000004,2018,1,1,17,15,90,12,2
